"Name","State","Notes","User","Tags","Created","Runtime","Sweep","hidden_size","input_size","lr","num_classes","num_epochs","optimizer","prefactor","use_mup","act change a1","act change a2","act change a3","act change h1","act change h2","act mean(abs(a1))","act mean(abs(a2))","act mean(abs(a3))","act mean(abs(h1))","act mean(abs(h2))","act norm a1","act norm a2","act norm a3","act norm h1","act norm h2","epoch","grad mean(abs(grad_fc1.weight))","grad mean(abs(grad_fc2.weight))","grad mean(abs(grad_fc3.weight))","grad norm fc1.weight","grad norm fc2.weight","grad norm fc3.weight","spectral_norm_W0","spectral_norm_W1","spectral_norm_W2","test_acc","test_loss","train_loss","trainer/global_step","val_acc","val_loss"
"std_sgd_w512_lr0.125_e25_b128_6201","finished","-","","","2024-10-22T03:08:37.000Z","68","","512","3072","0.125","10","25","sgd","1.4142135623730951","false","","","","","","1.170568823814392","0.679511308670044","3.3690848350524902","0.42028868198394775","0.2591540813446045","33.908267974853516","19.449256896972656","12.911319732666016","18.65570831298828","11.389575958251951","0","0.001142263994552195","0.0018915359396487472","0.00474397512152791","1.8640631437301636","1.3646986484527588","0.5185838937759399","4.303506374359131","2.327655076980591","5.540560722351074","0.5314000248908997","1.7226232290267944","0.3587602972984314","0","0.5314000248908997","1.7226234674453735"
"mup_sgd_w10000_lr0.125_e25_b128_3979","crashed","-","","","2024-10-22T00:55:41.000Z","676","","10000","3072","0.125","10","25","sgd","1.4142135623730951","true","","","","","","0.7544568777084351","1.26188063621521","1.8129115104675293","0.3783615231513977","1.0866267681121826","96.42269897460938","154.64398193359375","6.836638450622559","68.5666732788086","147.30545043945312","24","0.00007357311551459134","0.000037460420571733266","0.02384287118911743","0.543377161026001","0.5631817579269409","10.101933479309082","","","","","","1.0930206775665283","4849","0.5232999920845032","1.3581101894378662"
"mup_sgd_w9000_lr0.125_e25_b128_2682","crashed","-","","","2024-10-22T00:42:54.000Z","571","","9000","3072","0.125","10","25","sgd","1.4142135623730951","true","","","","","","0.7895403504371643","1.310384750366211","1.92029869556427","0.3952767252922058","1.1303832530975342","95.65422058105467","152.47146606445312","7.257729530334473","67.86051940917969","145.3474884033203","24","0.00007168373122112826","0.00003214873868273571","0.018275251612067223","0.5000048279762268","0.42905348539352417","7.675566673278809","","","","","","1.066272497177124","4749","0.5209000110626221","1.3575124740600586"
"mup_sgd_w8000_lr0.125_e25_b128_1791","crashed","-","","","2024-10-22T00:32:27.000Z","481","","8000","3072","0.125","10","25","sgd","1.4142135623730951","true","","","","","","0.7888978123664856","1.3165953159332275","1.9248580932617188","0.3953136205673218","1.135944366455078","90.1185302734375","144.42218017578125","7.260836601257324","64.04157257080078","137.67349243164062","23","0.0000801913847681135","0.000035756282159127295","0.01812836341559887","0.5278599858283997","0.4252080023288727","7.184455394744873","","","","","","0.9956242442131042","4703","0.5253999829292297","1.362135648727417"
"mup_sgd_w6000_lr0.125_e25_b128_8402","crashed","-","","","2024-10-22T00:25:06.000Z","316","","6000","3072","0.125","10","25","sgd","1.4142135623730951","true","","","","","","0.737589955329895","1.2173370122909546","1.8111414909362793","0.3684619665145874","1.0481712818145752","72.84751892089844","115.9177703857422","6.858404159545898","51.62613677978515","110.48292541503906","24","0.00011831528536276892","0.000047523295506834984","0.01731305941939354","0.6741369962692261","0.42608317732810974","5.845239639282227","","","","","","1.197048902511597","4799","0.524399995803833","1.360720992088318"
"mup_sgd_w5000_lr0.125_e25_b128_6257","crashed","-","","","2024-10-22T00:19:57.000Z","241","","5000","3072","0.125","10","25","sgd","1.4142135623730951","true","","","","","","0.7403521537780762","1.2119739055633545","1.7368497848510742","0.3718149662017822","1.0326688289642334","66.79927825927734","105.76937103271484","6.535153865814209","47.50012969970703","100.44861602783205","22","0.00012542051263153553","0.00005446956129162572","0.017288733273744583","0.6520777940750122","0.4043347537517547","5.172923564910889","","","","","","1.144575119018555","4349","0.5297999978065491","1.3418247699737549"
"mup_sgd_w4000_lr0.125_e25_b128_6129","crashed","-","","","2024-10-22T00:16:10.000Z","166","","4000","3072","0.125","10","25","sgd","1.4142135623730951","true","","","","","","0.7399300336837769","1.206267476081848","1.7335697412490845","0.3708642423152923","1.0253567695617676","59.73033905029297","94.32183837890624","6.5205230712890625","42.42646026611328","89.49081420898438","22","0.00015307642752304673","0.00006629047129536048","0.016693569719791412","0.7127069234848022","0.3920585513114929","4.4507832527160645","","","","","","1.1547226905822754","4349","0.5285999774932861","1.3456939458847046"
"mup_sgd_w3000_lr0.125_e25_b128_2160","crashed","-","","","2024-10-22T00:13:28.000Z","121","","3000","3072","0.125","10","25","sgd","1.4142135623730951","true","","","","","","0.7181862592697144","1.1458115577697754","1.5086956024169922","0.36165398359298706","0.96942937374115","50.03057098388672","77.82264709472656","5.757264137268066","35.663368225097656","73.73918151855469","19","0.0001903667871374637","0.00009373393550049514","0.01915602572262287","0.7740456461906433","0.42917904257774353","5.010945796966553","","","","","","1.1216857433319092","3749","0.5185999870300293","1.3653415441513062"
"mup_sgd_w2000_lr0.125_e25_b128_4695","finished","-","","","2024-10-22T00:11:32.000Z","83","","2000","3072","0.125","10","25","sgd","1.4142135623730951","true","","","","","","0.666563868522644","1.126412868499756","1.7583506107330322","0.3344607949256897","0.9706904888153076","38.24732971191406","62.086891174316406","6.663911819458008","27.1795597076416","59.24984359741211","0","0.0002975623938255012","0.00011872506729559972","0.015538839623332024","0.9754962921142578","0.34674644470214844","2.960057020187378","1.1040526628494265","1.635712742805481","3.58174204826355","0.5256999731063843","1.3418893814086914","0.9499779939651488","0","0.5256999731063843","1.3418890237808228"
"mup_sgd_w1000_lr0.125_e25_b128_5416","finished","-","","","2024-10-22T00:09:55.000Z","74","","1000","3072","0.125","10","25","sgd","1.4142135623730951","true","","","","","","0.5908759236335754","1.0524786710739136","1.7190937995910645","0.2985023856163025","0.9147600531578064","24.23011016845703","41.05508804321289","6.4922590255737305","17.368206024169922","39.317081451416016","0","0.0005777750629931688","0.00020726777438540012","0.014774500392377377","1.3426108360290527","0.30581581592559814","1.959012031555176","1.3288164138793943","1.5662280321121216","3.3370466232299805","0.5235999822616577","1.3472627401351929","0.9586074352264404","0","0.5235999822616577","1.3472627401351929"
"mup_sgd_w500_lr0.125_e25_b128_2828","crashed","-","","","2024-10-22T00:08:21.000Z","61","","500","3072","0.125","10","25","sgd","1.4142135623730951","true","","","","","","0.514373242855072","0.8822429776191711","1.2744770050048828","0.2699071764945984","0.7155740261077881","14.8414306640625","24.83656120300293","4.795745849609375","10.881426811218262","23.26495361328125","11","0.0006818624096922576","0.0002326926332898438","0.009365949779748917","1.1294314861297607","0.1770228147506714","0.9531362056732178","","","","","","1.655557632446289","2249","0.47269999980926514","1.501269817352295"
"mup_sgd_w10000_lr0.125_e25_b128_1671","failed","-","","","2024-10-21T20:57:30.000Z","685","","10000","3072","0.125","10","25","sgd","1.4142135623730951","true","","","","","","0.7295709848403931","1.2154724597930908","1.793191909790039","0.3636891841888428","1.047427535057068","93.31575012207033","149.11607360839844","6.782106399536133","66.0116195678711","142.14459228515625","24","0.00006428584310924634","0.000027374642741051503","0.01718679629266262","0.4741595387458801","0.40363502502441406","7.389787197113037","","","","","","0.8814330101013184","4899","0.529699981212616","1.3313738107681274"
"mup_sgd_w8000_lr0.125_e25_b128_1196","failed","-","","","2024-10-21T20:46:30.000Z","475","","8000","3072","0.125","10","25","sgd","1.4142135623730951","true","","","","","","0.7308822870254517","1.2180607318878174","1.7979464530944824","0.364032506942749","1.051241397857666","83.68537902832031","133.77569580078125","6.80293607711792","59.12840270996094","127.61128997802734","24","0.000081435646279715","0.00003541235491866246","0.017868228256702423","0.5389829874038696","0.418657511472702","6.862439155578613","","","","","","0.889005184173584","4899","0.5299999713897705","1.3320870399475098"
"mup_sgd_w6000_lr0.125_e25_b128_4649","failed","-","","","2024-10-21T20:39:15.000Z","313","","6000","3072","0.125","10","25","sgd","1.4142135623730951","true","","","","","","0.729473352432251","1.220900297164917","1.7950074672698977","0.3632338047027588","1.0551457405090332","72.3193588256836","115.9681396484375","6.796379089355469","51.115814208984375","110.64878845214844","24","0.00010779013973660768","0.00004621660627890378","0.017687655985355377","0.6157154440879822","0.4069079458713531","5.905734062194824","","","","","","0.888917088508606","4899","0.5288000106811523","1.335270881652832"
"mup_sgd_w5000_lr0.125_e25_b128_8493","failed","-","","","2024-10-21T20:34:00.000Z","251","","5000","3072","0.125","10","25","sgd","1.4142135623730951","true","","","","","","0.729789137840271","1.2100030183792114","1.794056415557861","0.36365753412246704","1.0437829494476318","66.05233764648438","105.13238525390624","6.792119026184082","46.75004577636719","100.26953887939452","24","0.00012688252900261432","0.00005488252281793393","0.017664987593889236","0.6618196964263916","0.40361663699150085","5.324512481689453","","","","","","0.8837753534317017","4899","0.5300999879837036","1.3319419622421265"
"mup_sgd_w4000_lr0.125_e25_b128_9082","failed","-","","","2024-10-21T20:30:16.000Z","177","","4000","3072","0.125","10","25","sgd","1.4142135623730951","true","","","","","","0.7283119559288025","1.2100532054901123","1.7951977252960205","0.36372461915016174","1.040317177772522","58.99235534667969","94.15022277832033","6.790255546569824","41.68791198730469","89.6507797241211","24","0.00015845143934711814","0.00006969271635171026","0.017829829826951027","0.7415421605110168","0.412445068359375","4.834454536437988","","","","","","0.8870311975479126","4899","0.5268999934196472","1.335629940032959"
"mup_sgd_w3000_lr0.125_e25_b128_5133","finished","-","","","2024-10-21T20:16:54.000Z","640","","3000","3072","0.125","10","25","sgd","1.4142135623730951","true","0.9225991368293762","1.9131417274475095","53.032562255859375","0.8675994277000427","2.40897274017334","0.7245796322822571","1.21103835105896","1.7878046035766602","0.3618939518928528","1.0369131565093994","50.791481018066406","81.48979187011719","6.765265464782715","36.0096435546875","77.47927856445312","0","0.0002082414721371606","0.00008742083446122706","0.01685606688261032","0.8439620733261108","0.3889323770999909","3.949368476867676","0.963150441646576","1.6940109729766846","3.581115245819092","0.5289000272750854","1.3321839570999146","0.8902891874313354","0","0.5289000272750854","1.3321841955184937"
"mup_sgd_w2000_lr0.125_e25_b128_3158","finished","-","","","2024-10-21T20:11:17.000Z","305","","2000","3072","0.125","10","25","sgd","1.4142135623730951","true","1.1351609230041504","2.2549734115600586","55.75678253173828","1.068547010421753","2.8525586128234863","0.6593250036239624","1.131164789199829","1.766801357269287","0.33128488063812256","0.9797252416610718","37.92400741577149","62.329200744628906","6.674305438995361","27.01229476928711","59.62704086303711","0","0.00030846570734865963","0.0001210640257340856","0.016496846452355385","1.011657953262329","0.3577914834022522","3.0909006595611572","1.0991004705429075","1.6437238454818726","3.5737266540527344","0.5274999737739563","1.3378891944885254","0.9234638214111328","0","0.5274999737739563","1.3378894329071045"
"mup_sgd_w1000_lr0.125_e25_b128_2990","finished","-","","","2024-10-21T20:08:25.000Z","147","","1000","3072","0.125","10","25","sgd","1.4142135623730951","true","1.5981203317642212","3.0430374145507812","55.561004638671875","1.524896264076233","3.9375481605529785","0.5925079584121704","1.0457278490066528","1.7304484844207764","0.30122220516204834","0.9030534029006958","24.195568084716797","40.8724365234375","6.537077903747559","17.37006378173828","39.07117462158203","0","0.0005855116760358214","0.0002143719611922279","0.01498471014201641","1.3651593923568726","0.31817901134490967","1.994821548461914","1.3353195190429688","1.5536316633224487","3.341151237487793","0.5238000154495239","1.3468122482299805","0.960612654685974","0","0.5238000154495239","1.3468122482299805"
"mup_sgd_w500_lr0.125_e25_b128_4164","finished","-","","","2024-10-21T20:06:21.000Z","102","","500","3072","0.125","10","25","sgd","1.4142135623730951","true","2.271930694580078","4.306553840637207","67.56549072265625","2.203044176101685","5.9619646072387695","0.5471163392066956","0.9982386231422424","1.7067241668701172","0.28099316358566284","0.8572316765785217","15.857898712158203","27.601587295532227","6.4432597160339355","11.447181701660156","26.31908416748047","0","0.001126354094594717","0.00039204396307468414","0.01470429077744484","1.8435239791870115","0.28905218839645386","1.4169511795043943","1.5731092691421509","1.4819650650024414","3.07189679145813","0.5174999833106995","1.3602060079574585","1.0107762813568115","0","0.5174999833106995","1.3602060079574585"
"mup_sgd_w9192_lr0.0625_e25_b128_7588","finished","-","","","2024-10-18T21:34:21.000Z","678","","9192","3072","0.0625","10","25","sgd","1.4142135623730951","true","","","","","","0.7363260388374329","1.190590739250183","1.4334300756454468","0.3789643347263336","0.9899158477783204","583.9788208007812","923.3470458984376","37.547996520996094","421.73388671875","869.76318359375","0","0.00004724538666778244","0.000022918227841728367","0.015341701917350292","0.3324888348579407","0.3141283392906189","6.397881984710693","","","","0.5040000081062317","1.416927695274353","1.1483407020568848","0","0.5040000081062317","1.4169280529022217"
"std_sgd_w9192_lr0.0625_e25_b128_5510","finished","-","","","2024-10-18T21:23:12.000Z","643","","9192","3072","0.0625","10","25","sgd","1.4142135623730951","false","","","","","","0.29073619842529297","0.13580167293548584","3.072378158569336","0.11841180920600893","0.0784120112657547","231.21633911132812","108.91351318359376","80.9930419921875","143.71255493164062","83.53233337402344","0","0.0004634115903172642","0.0001426085218554363","0.0012916728155687451","3.2558083534240723","1.8556745052337649","0.5860579013824463","","","","0.5360000133514404","1.6143769025802612","0.33535999059677124","0","0.5360000133514404","1.6143770217895508"
"mup_sgd_w9192_lr0.03125_e25_b128_8377","finished","-","","","2024-10-18T21:11:32.000Z","676","","9192","3072","0.03125","10","25","sgd","1.4142135623730951","true","","","","","","0.7207359075546265","1.0898808240890503","1.1945065259933472","0.3742883801460266","0.8545553684234619","569.8145141601562","858.9984741210938","30.84644889831543","414.3416748046875","791.5166015625","0","0.00003063262192881666","0.000017493062841822393","0.01427570916712284","0.21569599211215973","0.23695066571235657","6.029212951660156","","","","0.4596000015735626","1.5553933382034302","1.3754372596740725","0","0.4596000015735626","1.5553934574127195"
"std_sgd_w9192_lr0.03125_e25_b128_7589","finished","-","","","2024-10-18T21:00:11.000Z","654","","9192","3072","0.03125","10","25","sgd","1.4142135623730951","false","","","","","","0.25033658742904663","0.13057096302509308","2.3498311042785645","0.11651743948459624","0.10045976936817168","197.583740234375","101.82048034667967","61.19254684448242","133.69256591796875","92.22438049316406","0","0.000520256464369595","0.00016142279491759837","0.0020997573155909777","3.6351230144500737","2.153048038482666","0.8326014280319214","","","","0.5249000191688538","1.4376649856567385","0.5553425550460815","0","0.5249000191688538","1.4376649856567385"
"mup_sgd_w9192_lr0.01563_e25_b128_3485","finished","-","","","2024-10-18T20:48:30.000Z","677","","9192","3072","0.01563","10","25","sgd","1.4142135623730951","true","","","","","","0.6905368566513062","0.9704039096832277","0.97845196723938","0.35791221261024475","0.7085626125335693","544.3198852539062","772.6261596679688","25.00004196166992","395.1407470703125","691.8743896484375","0","0.000021589044990832917","0.000014054291568754708","0.012904788367450236","0.1512674242258072","0.19034360349178311","5.514459133148193","","","","0.4083999991416931","1.6980628967285156","1.548691987991333","0","0.4083999991416931","1.698062539100647"
"std_sgd_w9192_lr0.01563_e25_b128_2782","finished","-","","","2024-10-18T20:36:56.000Z","668","","9192","3072","0.01563","10","25","sgd","1.4142135623730951","false","","","","","","0.24866390228271484","0.14266246557235718","1.7296245098114014","0.12479785084724426","0.11509905010461809","195.62545776367188","109.34915161132812","45.736351013183594","138.788818359375","101.02804565429688","0","0.0003494545817375183","0.00013006948574911803","0.002077934797853231","2.4577300548553467","1.777274489402771","0.8689074516296387","","","","0.5248000025749207","1.335509181022644","0.869725227355957","0","0.5248000025749207","1.3355094194412231"
"mup_sgd_w9192_lr0.007813_e25_b128_5313","finished","-","","","2024-10-18T20:24:55.000Z","697","","9192","3072","0.007813","10","25","sgd","1.4142135623730951","true","","","","","","0.6475807428359985","0.8261175751686096","0.7227823734283447","0.332518994808197","0.5451745390892029","508.5510559082031","659.4022216796875","18.30815696716309","366.9978332519531","564.6160888671875","0","0.00001558961048431229","0.000011443543371569833","0.01068259309977293","0.10886098444461824","0.15508711338043213","4.754332542419434","","","","0.35409998893737793","1.8520376682281496","1.764432430267334","0","0.35409998893737793","1.8520373106002808"
"std_sgd_w9192_lr0.007813_e25_b128_3506","finished","-","","","2024-10-18T20:13:05.000Z","683","","9192","3072","0.007813","10","25","sgd","1.4142135623730951","false","","","","","","0.2474302053451538","0.14037562906742096","1.4139127731323242","0.12556108832359314","0.1095341295003891","194.1623382568359","108.05912017822266","37.13836669921875","138.6217041015625","98.48880767822266","0","0.000188823978533037","0.00008538481051800773","0.0016967611154541371","1.3199204206466677","1.1461856365203855","0.7202494144439697","","","","0.5041000247001648","1.4192233085632324","1.1282533407211304","0","0.5041000247001648","1.4192231893539429"
"mup_sgd_w9192_lr0.003906_e25_b128_6025","finished","-","","","2024-10-18T20:01:22.000Z","678","","9192","3072","0.003906","10","25","sgd","1.4142135623730951","true","","","","","","0.611251711845398","0.7065992951393127","0.4395962357521057","0.31020841002464294","0.4205437898635864","480.2340087890625","562.6345825195312","11.417552947998049","344.1124572753906","453.8853454589844","0","0.000012202863217680717","0.000010053368896478789","0.00961416494101286","0.08455441147089005","0.13549737632274628","4.2777018547058105","","","","0.30649998784065247","2.006802797317505","1.9779956340789795","0","0.30649998784065247","2.006803274154663"
"std_sgd_w9192_lr0.003906_e25_b128_2751","finished","-","","","2024-10-18T19:49:35.000Z","680","","9192","3072","0.003906","10","25","sgd","1.4142135623730951","false","","","","","","0.24507522583007812","0.13458684086799622","1.2085795402526855","0.12504006922245026","0.10062584280967712","192.0612640380859","104.22687530517578","31.257381439208984","137.62295532226562","93.24395751953124","0","0.00012754408817272633","0.0000671556408633478","0.001637823530472815","0.8915825486183167","0.8901330232620239","0.693061351776123","","","","0.4690999984741211","1.5390087366104126","1.3297185897827148","0","0.4690999984741211","1.539008855819702"
"mup_sgd_w9192_lr0.001953_e25_b128_8766","finished","-","","","2024-10-18T19:37:54.000Z","677","","9192","3072","0.001953","10","25","sgd","1.4142135623730951","true","","","","","","0.580083966255188","0.6183868050575256","0.21660038828849792","0.2918212413787842","0.3339345455169678","454.6222534179687","487.9516296386719","5.929205894470215","323.0557861328125","368.8180847167969","0","0.000011026172614947429","0.000009572999260853976","0.009047042578458786","0.07627234607934952","0.12907178699970245","3.981323480606079","","","","0.27630001306533813","2.132812023162842","2.1310577392578125","0","0.27630001306533813","2.132812023162842"
"std_sgd_w9192_lr0.001953_e25_b128_2325","finished","-","","","2024-10-18T19:26:10.000Z","678","","9192","3072","0.001953","10","25","sgd","1.4142135623730951","false","","","","","","0.2426447868347168","0.12540972232818604","1.019449234008789","0.12332665920257568","0.08766554296016693","190.07180786132812","97.80630493164062","26.116134643554688","135.9567108154297","84.74100494384766","0","0.00009334535570815206","0.00005757444887422025","0.0015858729602769015","0.6514744758605957","0.7595828175544739","0.6680178046226501","","","","0.4262999892234802","1.6609795093536377","1.4892346858978271","0","0.4262999892234802","1.6609796285629272"
"mup_sgd_w9192_lr0.0009766_e25_b128_4110","finished","-","","","2024-10-18T19:14:25.000Z","680","","9192","3072","0.0009766","10","25","sgd","1.4142135623730951","true","","","","","","0.5648199915885925","0.574378252029419","0.10434805601835252","0.28226739168167114","0.29311978816986084","442.03173828125","450.0347900390625","2.8344202041625977","312.676513671875","324.50604248046875","0","0.00001071890801540576","0.000009481158485868946","0.008455640636384487","0.07374826073646545","0.12761077284812927","3.7123208045959473","","","","0.26759999990463257","2.214089870452881","2.212235927581787","0","0.26759999990463257","2.214089870452881"
"std_sgd_w9192_lr0.0009766_e25_b128_7879","finished","-","","","2024-10-18T19:02:45.000Z","674","","9192","3072","0.0009766","10","25","sgd","1.4142135623730951","false","","","","","","0.23706918954849243","0.11376538872718812","0.7975923418998718","0.11980937421321868","0.07396349310874939","185.4769744873047","89.11613464355469","20.25374984741211","132.09864807128906","74.48518371582031","0","0.00007125172851374373","0.000050012800784315914","0.0014234062982723117","0.49322620034217834","0.6550851464271545","0.6093454360961914","","","","0.3837000131607056","1.7862324714660645","1.6513328552246094","0","0.3837000131607056","1.7862324714660645"
"mup_sgd_w9192_lr0.0004883_e25_b128_1298","finished","-","","","2024-10-18T18:51:01.000Z","680","","9192","3072","0.0004883","10","25","sgd","1.4142135623730951","true","","","","","","0.55866539478302","0.5651309490203857","0.053647346794605255","0.2804219126701355","0.27788713574409485","436.77691650390625","442.2497253417969","1.4756193161010742","309.4317626953125","310.10418701171875","0","0.00001063041781890206","0.000009446931471757123","0.008267644792795181","0.07317648828029633","0.127856507897377","3.65986967086792","","","","0.2443999946117401","2.2572197914123535","2.257972717285156","0","0.2443999946117401","2.2572202682495117"
"std_sgd_w9192_lr0.0004883_e25_b128_4620","finished","-","","","2024-10-18T18:39:17.000Z","678","","9192","3072","0.0004883","10","25","sgd","1.4142135623730951","false","","","","","","0.23337842524051663","0.10470043867826462","0.5586003065109253","0.11740128695964812","0.061232857406139374","182.72183227539065","82.09648132324219","14.304543495178224","129.7371063232422","64.67941284179688","0","0.00005728697942686267","0.000044420135964173824","0.001279267366044223","0.3943444788455963","0.5798195600509644","0.5570595264434814","","","","0.34119999408721924","1.920960783958435","1.8648004531860352","0","0.34119999408721924","1.9209609031677248"
"mup_sgd_w9192_lr0.0002441_e25_b128_5312","finished","-","","","2024-10-18T18:27:31.000Z","680","","9192","3072","0.0002441","10","25","sgd","1.4142135623730951","true","","","","","","0.5541839599609375","0.5560965538024902","0.03132674843072891","0.2781057059764862","0.27722758054733276","433.1011962890625","434.60247802734375","0.8244668841362","306.943603515625","306.66278076171875","0","0.000010789307452796493","0.000009622579455026424","0.008399282582104206","0.07406558841466904","0.1296463906764984","3.692387104034424","","","","0.22669999301433563","2.279428243637085","2.2798144817352295","0","0.22669999301433563","2.279428482055664"
"std_sgd_w9192_lr0.0002441_e25_b128_1208","finished","-","","","2024-10-18T18:15:45.000Z","680","","9192","3072","0.0002441","10","25","sgd","1.4142135623730951","false","","","","","","0.229135662317276","0.09820668399333954","0.35868680477142334","0.11446335911750792","0.05346335098147392","179.2703857421875","76.9969482421875","9.477519989013672","126.80769348144533","57.95726776123047","0","0.00005133677404955961","0.0000432582019129768","0.0012533303815871475","0.35209015011787415","0.5637189745903015","0.5452855229377747","","","","0.30140000581741333","2.040607213973999","2.024048328399658","0","0.30140000581741333","2.040606737136841"
"mup_sgd_w9192_lr0.000122_e25_b128_2068","finished","-","","","2024-10-18T18:04:02.000Z","679","","9192","3072","0.000122","10","25","sgd","1.4142135623730951","true","","","","","","0.5548186898231506","0.5544285774230957","0.022235209122300148","0.2776508033275604","0.2801104485988617","433.5550231933594","433.5169677734375","0.5819753408432007","306.7774353027344","309.02197265625","0","0.000010957565791613888","0.00000973651185631752","0.008444099687039852","0.0754181519150734","0.13095086812973022","3.726385116577149","","","","0.2003999948501587","2.29000186920166","2.290228366851806","0","0.2003999948501587","2.29000186920166"
"std_sgd_w9192_lr0.000122_e25_b128_8102","finished","-","","","2024-10-18T17:52:15.000Z","680","","9192","3072","0.000122","10","25","sgd","1.4142135623730951","false","","","","","","0.22750642895698547","0.09472282230854034","0.19994422793388367","0.11363953351974489","0.04861082509160042","177.78433227539062","74.14006042480469","5.4856953620910645","125.76724243164062","53.509490966796875","0","0.00005058976239524782","0.00004426932355272584","0.0012609314871951938","0.34733664989471436","0.5778648853302002","0.5445552468299866","","","","0.2800000011920929","2.139653205871582","2.130410671234131","0","0.2800000011920929","2.139653205871582"
"mup_sgd_w9192_lr6.103e-05_e25_b128_2705","finished","-","","","2024-10-18T17:40:34.000Z","676","","9192","3072","0.00006103","10","25","sgd","1.4142135623730951","true","","","","","","0.5557820200920105","0.5566123723983765","0.019959047436714172","0.2776661515235901","0.2803402841091156","434.3534851074219","435.2587890625","0.5082985162734985","307.23065185546875","309.1703796386719","0","0.000011013399671355728","0.000009763230991666204","0.008594836108386517","0.07580885291099548","0.1316792070865631","3.793036460876465","","","","0.15289999544620514","2.297409772872925","2.298788547515869","0","0.15289999544620514","2.2974095344543457"
"std_sgd_w9192_lr6.103e-05_e25_b128_7709","finished","-","","","2024-10-18T17:28:49.000Z","679","","9192","3072","0.00006103","10","25","sgd","1.4142135623730951","false","","","","","","0.2268102467060089","0.09311755001544952","0.11496059596538544","0.113174170255661","0.04666326940059662","177.25244140625","72.80294799804688","3.1245031356811523","125.21620178222656","51.555519104003906","0","0.00005189440707908943","0.00004629300747183151","0.0013088746927678585","0.3561035990715027","0.6072545647621155","0.5684027671813965","","","","0.26409998536109924","2.2059779167175293","2.205728054046631","0","0.26409998536109924","2.2059786319732666"
"mup_sgd_w4096_lr0.0625_e25_b128_3229","finished","-","","","2024-10-18T17:24:17.000Z","248","","4096","3072","0.0625","10","25","sgd","1.4142135623730951","true","","","","","","0.7369594573974609","1.18821918964386","1.4398047924041748","0.3786241412162781","0.9816246032714844","390.1103515625","615.4283447265625","37.71961212158203","281.58551025390625","578.3068237304688","0","0.00010446498345118016","0.000050765709602274","0.015263757668435574","0.488073855638504","0.30948606133461","4.253774642944336","","","","0.5016000270843506","1.4193795919418335","1.1462454795837402","0","0.5016000270843506","1.4193793535232544"
"std_sgd_w4096_lr0.0625_e25_b128_8036","finished","-","","","2024-10-18T17:19:54.000Z","238","","4096","3072","0.0625","10","25","sgd","1.4142135623730951","false","","","","","","0.3801979720592499","0.1820826530456543","2.9782145023345947","0.1542038768529892","0.11399499326944353","203.3031005859375","97.2315673828125","77.66779327392578","126.34602355957033","77.96189880371094","0","0.0007643630960956216","0.00029653514502570033","0.0020443382672965527","3.5718181133270264","1.7367403507232666","0.6096797585487366","","","","0.5317999720573425","1.595492959022522","0.4053894281387329","0","0.5317999720573425","1.595493197441101"
"mup_sgd_w4096_lr0.03125_e25_b128_8574","finished","-","","","2024-10-18T17:15:21.000Z","250","","4096","3072","0.03125","10","25","sgd","1.4142135623730951","true","","","","","","0.7203342914581299","1.0842558145523071","1.199460744857788","0.3732185661792755","0.8469189405441284","380.658935546875","571.1659545898438","30.938648223876953","276.4326477050781","525.8748779296875","0","0.00006885226321173832","0.000039317797927651554","0.014474845491349695","0.32452577352523804","0.23836016654968264","4.059409141540527","","","","0.4598999917507171","1.5578985214233398","1.3631794452667236","0","0.4598999917507171","1.5578988790512085"
"std_sgd_w4096_lr0.03125_e25_b128_9293","finished","-","","","2024-10-18T17:10:56.000Z","241","","4096","3072","0.03125","10","25","sgd","1.4142135623730951","false","","","","","","0.2999705374240875","0.17336398363113403","2.2162814140319824","0.14016738533973694","0.14165379106998444","159.116455078125","89.47320556640625","58.37206268310547","108.20037841796876","83.31678009033203","0","0.0008759211050346494","0.00030666287057101727","0.0029487477149814367","4.119781017303467","1.8425815105438232","0.7978159785270691","","","","0.5253000259399414","1.4258739948272705","0.6868155002593994","0","0.5253000259399414","1.425873875617981"
"mup_sgd_w4096_lr0.01563_e25_b128_3885","finished","-","","","2024-10-18T17:06:25.000Z","248","","4096","3072","0.01563","10","25","sgd","1.4142135623730951","true","","","","","","0.6894395351409912","0.9672484397888184","0.9821616411209106","0.3579251766204834","0.7092101573944092","362.6134643554687","514.5831909179688","25.061790466308594","263.5191955566406","461.66021728515625","0","0.00004846933006774634","0.00003163025758112781","0.01292712427675724","0.22738337516784668","0.1900458782911301","3.6783273220062256","","","","0.4049000144004822","1.7000120878219604","1.5545114278793335","0","0.4049000144004822","1.7000117301940918"
"std_sgd_w4096_lr0.01563_e25_b128_4746","finished","-","","","2024-10-18T17:01:50.000Z","252","","4096","3072","0.01563","10","25","sgd","1.4142135623730951","false","","","","","","0.28271952271461487","0.17755302786827087","1.686153531074524","0.14259004592895508","0.1484936624765396","149.04489135742188","90.69334411621094","44.60348892211914","106.1071319580078","85.35494232177734","0","0.0005115157109685242","0.00020954053616151216","0.0024504659231752157","2.403230667114258","1.2873555421829224","0.6887681484222412","","","","0.5254999995231628","1.3379583358764648","0.936375081539154","0","0.5254999995231628","1.3379584550857544"
